spotify_artist_id,youtube_channel_id
108moq3rq6bm1M4Ypz0J02,UCvQcMlXzM9JdAgzkBo1B0Ew
3eDT9fwXKuHWFvgZaaYC5v,UCOy7uPsjass2DCY4a_UUp-Q
2d0hyoQ5ynDBnkvAbJKORj,UCFcytuxeGAHyM67L_nHDTIA
2d0hyoQ5ynDBnkvAbJKORj,UCm_W_hbwbzJE8w52jZ2NO0A
4F84IBURUo98rz4r61KF70,UC0sQemK7pgX5fYy0k1MFsHg
4F84IBURUo98rz4r61KF70,UCD0Wge1UpszMtqK3P9x50vA
4MVyzYMgTwdP7Z49wAZHx0,UCipLjr-h2iaEBWMJVfK2e2A
2mpeljBig2IXLXRAFO9AAs,UC9Nyyq3qHochdTq1klPyVIQ
2mpeljBig2IXLXRAFO9AAs,UCPaymCC07RcrRbT9Ero04jQ
6PAt558ZEZl0DmdXlnjMgD,UCtCOFqqGGGunX71nfZgPQOQ
74ASZWbe4lXaubB36ztrGX,UCBqkojCXby4zGkWX86FEY7Q
74ASZWbe4lXaubB36ztrGX,UCnRI0ay61tY-fKYzzB3fCnw
1ThoqLcyIYvZn7iWbj8fsj,UCBTrTXbSiv4Pq7As_tcB0UA
19eLuQmk9aCobbVDHc6eek,UC9ZFNi6DcduUn9KUMhOnFUQ
6uothxMWeLWIhsGeF7cyo4,UCNIlkuT0DYEc8aFbv3YcvdQ
4RddZ3iHvSpGV4dvATac9X,UCeekxg1vju_sjIK9KjJJLYg
6ZLTlhejhndI4Rh53vYhrY,UCe3JCin4Gnv9azlWnAs5keg
6ZLTlhejhndI4Rh53vYhrY,UC3YEGIgrJGwQDjY-dxZ8Dpw
2jzc5TC5TVFLXQlBNiIUzE,UCeEi1My3KTXHT0SG1JkR9gA
0cc6vw3VN8YlIcvr1v7tBL,UCq2g_Vcu3J1OwNRmdTNoxYA
64tNsm6TnZe2zpcMVMOoHL,UCK9X9JACEsonjbqaewUtICA
5V0MlUE1Bft0mbLlND7FJz,UC63nGmKVdVhiZr_bWhJVGGg
47zz7sob9NUcODy0BTDvKx,UC9vGD_KFNiQOHSeUoxIM3yQ
7aBzpmFXB4WWpPl2F7RjBe,UCzM7gneOyCYpSMGxtCaxQ9A
2QOIawHpSlOwXDvSqQ9YJR,UCgxn_fiPtuHCZDXQpBW2_Tg
70cRZdQywnSFp9pnc2WTCE,UCcIszZPVuroWlLXu4HjZdEw
70cRZdQywnSFp9pnc2WTCE,UCvj9Q8jeaaXlj2OprcRraaw
2HcwFjNelS49kFbfvMxQYw,UC3Nho5FPo__hIFbg_UlaCgA
7bPs6jf983f0bjRAt1yxDM,UCneHYHbkZzWFGmw2O7UkhrQ
1YfEcTuGvBQ8xSD1f53UnK,UCFIAkL-_akPk430rbdmPNaw
1YfEcTuGvBQ8xSD1f53UnK,UCCWKLP04ZkaVpxb6l5BKZOw
4STHEaNw4mPZ2tzheohgXB,UCvGnJy9RnXX0kGSnDPKCZzQ
4TK1gDgb7QKoPFlzRrBRgR,UC6ne51ocUQO4g2OcASW-g2Q
4TK1gDgb7QKoPFlzRrBRgR,UCEBcc_WHoyvM8_vofYot8aQ
60uh2KYYSCqAgJNxcU4DA0,UCp7WaCdDPxfLkDDZAjsYVnw
4MXUO7sVCaFgFjoTI5ox5c,UCMi8tQF_L7rd6YcmSt7MXrQ
5a2EaR3hamoenG9rDuVn8j,UCv3mNSNjuWldihk1DUdnGtw
54R6Y0I7jGUCveDTtI21nb,UCJOXLX2b_uMEct1r5F4PMXQ
5W5bDNCqJ1jbCgTxDD0Cb3,UCdBD6uy0ZuX7sLK4__Ll6LQ
44NX2ffIYHr6D4n7RaZF7A,UCEaleBSrSBDmm3VFKgpDsgA
2Mu5NfyYm8n5iTomuKAEHl,UCxISpPHkXV4RmeqOO4Z04Lg
2Mu5NfyYm8n5iTomuKAEHl,UCYcofFCRA6l398IofsT6R2A
7sfl4Xt5KmfyDs2T3SVSMK,UCak_T_U_EWN49_aTdl7FCqw
4mxWe1mtYIYfP040G38yvS,UCChNoYrjZP3ymvjh2BKBPbA
1Y8cdNmUJH7yBTd9yOvr5i,UCjvlwa6AOFGJ6e3Mjr2cg3w
1Y8cdNmUJH7yBTd9yOvr5i,UC2064-GFZ1y5NYZuUGX4iEA
41ESHLayJ5sDKjAOv6cMhe,UCxEZmUjlsthMZtsGT8YKGiA
5rkVyNGXEgeUqKkB5ccK83,UC3NFtmTQ_bt87KOXx4QR3LA
4sj6D0zlMOl25nprDJBiU9,UCFhZg4_QmTTNs5ohg-8RENQ
4VmEWwd8y9MCLwexFMdpwt,UCc1r7FILg1s6rXuE4quij5Q
4VmEWwd8y9MCLwexFMdpwt,UCDP3pzdWHiMFZYxntz8zAvw
64d1rUxfizSAOE9UbMnUZd,UC6OI7Crv96jgra5pwJNDFRQ
6AcOTCYBMvjKYy4zms0kaC,UCtTZG7QjiCvyy0hzvEv0DlQ
5sSzCxHtgL82pYDvx2QyEU,UCrnDk_4-MwHR7HeUS-5BK8A
2NoJ7NuNs9nyj8Thoh1kbu,UCGnMFd7LaIzZ4pUB2DuiPOw
2RTUTCvo6onsAnheUk3aL9,UCxYS_wIljaOTgFFDK2RK15w
7mnBLXK823vNxN3UWB7Gfz,UCchwuI134MUX4GSZqYLpYGA
7mnBLXK823vNxN3UWB7Gfz,UCHSKIP5psmjDFNe2Kri1wkw
7mnBLXK823vNxN3UWB7Gfz,UCJL3h2-wEOB6EigQOBZ3ryg
2VYQTNDsvvKN9wmU5W7xpj,UCbirjI1K3MGu0-Y1gTBNR5w
6GI52t8N5F02MxU0g5U69P,UCI7pNDDat9jR8TjgF48aBDA
6GI52t8N5F02MxU0g5U69P,UCty_FzLdVEPlsUMg1O8eEgA
7jefIIksOi1EazgRTfW2Pk,UCk87V2lvXb6AMZXkLY3_phQ
